Eyes,Nose,Mouth,File Name,Encoded
Eyes without the iris and pupil (completely white),Nostrils upturned (allowing the users to see into the nostrils a bit),Smiling - open,,RXllcyB3aXRob3V0IHRoZSBpcmlzIGFuZCBwdXBpbCAoY29tcGxldGVseSB3aGl0ZSlOb3N0cmlscyB1cHR1cm5lZCAoYWxsb3dpbmcgdGhlIHVzZXJzIHRvIHNlZSBpbnRvIHRoZSBub3N0cmlscyBhIGJpdClTbWlsaW5nIC0gb3Blbg==
Eyes without the iris and pupil (completely white),Nostrils upturned (allowing the users to see into the nostrils a bit),Smiling - closed,,RXllcyB3aXRob3V0IHRoZSBpcmlzIGFuZCBwdXBpbCAoY29tcGxldGVseSB3aGl0ZSlOb3N0cmlscyB1cHR1cm5lZCAoYWxsb3dpbmcgdGhlIHVzZXJzIHRvIHNlZSBpbnRvIHRoZSBub3N0cmlscyBhIGJpdClTbWlsaW5nIC0gY2xvc2Vk
Eyes without the iris and pupil (completely white),Nostrils upturned (allowing the users to see into the nostrils a bit),Mouth open with teeth visible,,RXllcyB3aXRob3V0IHRoZSBpcmlzIGFuZCBwdXBpbCAoY29tcGxldGVseSB3aGl0ZSlOb3N0cmlscyB1cHR1cm5lZCAoYWxsb3dpbmcgdGhlIHVzZXJzIHRvIHNlZSBpbnRvIHRoZSBub3N0cmlscyBhIGJpdClNb3V0aCBvcGVuIHdpdGggdGVldGggdmlzaWJsZQ==
Smaller eyes (more normal than the original image),,,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSk=
Smaller eyes (more normal than the original image),,Larger mouth - open,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlMYXJnZXIgbW91dGggLSBvcGVu
Smaller eyes (more normal than the original image),,Larger mouth - closed,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlMYXJnZXIgbW91dGggLSBjbG9zZWQ=
Smaller eyes (more normal than the original image),,Fuller lips - open,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlGdWxsZXIgbGlwcyAtIG9wZW4=
Smaller eyes (more normal than the original image),,Fuller lips - closed,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlGdWxsZXIgbGlwcyAtIGNsb3NlZA==
Smaller eyes (more normal than the original image),,Thinner lips - open,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlUaGlubmVyIGxpcHMgLSBvcGVu
Smaller eyes (more normal than the original image),,Thinner lips - closed,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlUaGlubmVyIGxpcHMgLSBjbG9zZWQ=
Smaller eyes (more normal than the original image),,Smiling - open,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlTbWlsaW5nIC0gb3Blbg==
Smaller eyes (more normal than the original image),,Smiling - closed,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlTbWlsaW5nIC0gY2xvc2Vk
Smaller eyes (more normal than the original image),,Mouth open with teeth visible,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlNb3V0aCBvcGVuIHdpdGggdGVldGggdmlzaWJsZQ==
Smaller eyes (more normal than the original image),Larger nose,,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlMYXJnZXIgbm9zZQ==
Smaller eyes (more normal than the original image),Larger nose,Larger mouth - open,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlMYXJnZXIgbm9zZUxhcmdlciBtb3V0aCAtIG9wZW4=
Smaller eyes (more normal than the original image),Larger nose,Larger mouth - closed,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlMYXJnZXIgbm9zZUxhcmdlciBtb3V0aCAtIGNsb3NlZA==
Smaller eyes (more normal than the original image),Larger nose,Fuller lips - open,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlMYXJnZXIgbm9zZUZ1bGxlciBsaXBzIC0gb3Blbg==
Smaller eyes (more normal than the original image),Larger nose,Fuller lips - closed,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlMYXJnZXIgbm9zZUZ1bGxlciBsaXBzIC0gY2xvc2Vk
Smaller eyes (more normal than the original image),Larger nose,Thinner lips - open,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlMYXJnZXIgbm9zZVRoaW5uZXIgbGlwcyAtIG9wZW4=
Smaller eyes (more normal than the original image),Larger nose,Thinner lips - closed,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlMYXJnZXIgbm9zZVRoaW5uZXIgbGlwcyAtIGNsb3NlZA==
Smaller eyes (more normal than the original image),Larger nose,Smiling - open,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlMYXJnZXIgbm9zZVNtaWxpbmcgLSBvcGVu
Smaller eyes (more normal than the original image),Larger nose,Smiling - closed,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlMYXJnZXIgbm9zZVNtaWxpbmcgLSBjbG9zZWQ=
Smaller eyes (more normal than the original image),Larger nose,Mouth open with teeth visible,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlMYXJnZXIgbm9zZU1vdXRoIG9wZW4gd2l0aCB0ZWV0aCB2aXNpYmxl
Smaller eyes (more normal than the original image),Smaller nose,,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlTbWFsbGVyIG5vc2U=
Smaller eyes (more normal than the original image),Smaller nose,Larger mouth - open,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlTbWFsbGVyIG5vc2VMYXJnZXIgbW91dGggLSBvcGVu
Smaller eyes (more normal than the original image),Smaller nose,Larger mouth - closed,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlTbWFsbGVyIG5vc2VMYXJnZXIgbW91dGggLSBjbG9zZWQ=
Smaller eyes (more normal than the original image),Smaller nose,Fuller lips - open,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlTbWFsbGVyIG5vc2VGdWxsZXIgbGlwcyAtIG9wZW4=
Smaller eyes (more normal than the original image),Smaller nose,Fuller lips - closed,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlTbWFsbGVyIG5vc2VGdWxsZXIgbGlwcyAtIGNsb3NlZA==
Smaller eyes (more normal than the original image),Smaller nose,Thinner lips - open,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlTbWFsbGVyIG5vc2VUaGlubmVyIGxpcHMgLSBvcGVu
Smaller eyes (more normal than the original image),Smaller nose,Thinner lips - closed,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlTbWFsbGVyIG5vc2VUaGlubmVyIGxpcHMgLSBjbG9zZWQ=
Smaller eyes (more normal than the original image),Smaller nose,Smiling - open,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlTbWFsbGVyIG5vc2VTbWlsaW5nIC0gb3Blbg==
Smaller eyes (more normal than the original image),Smaller nose,Smiling - closed,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlTbWFsbGVyIG5vc2VTbWlsaW5nIC0gY2xvc2Vk
Smaller eyes (more normal than the original image),Smaller nose,Mouth open with teeth visible,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlTbWFsbGVyIG5vc2VNb3V0aCBvcGVuIHdpdGggdGVldGggdmlzaWJsZQ==
Smaller eyes (more normal than the original image),Larger nostrils,,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlMYXJnZXIgbm9zdHJpbHM=
Smaller eyes (more normal than the original image),Larger nostrils,Larger mouth - open,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlMYXJnZXIgbm9zdHJpbHNMYXJnZXIgbW91dGggLSBvcGVu
Smaller eyes (more normal than the original image),Larger nostrils,Larger mouth - closed,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlMYXJnZXIgbm9zdHJpbHNMYXJnZXIgbW91dGggLSBjbG9zZWQ=
Smaller eyes (more normal than the original image),Larger nostrils,Fuller lips - open,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlMYXJnZXIgbm9zdHJpbHNGdWxsZXIgbGlwcyAtIG9wZW4=
Smaller eyes (more normal than the original image),Larger nostrils,Fuller lips - closed,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlMYXJnZXIgbm9zdHJpbHNGdWxsZXIgbGlwcyAtIGNsb3NlZA==
Smaller eyes (more normal than the original image),Larger nostrils,Thinner lips - open,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlMYXJnZXIgbm9zdHJpbHNUaGlubmVyIGxpcHMgLSBvcGVu
Smaller eyes (more normal than the original image),Larger nostrils,Thinner lips - closed,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlMYXJnZXIgbm9zdHJpbHNUaGlubmVyIGxpcHMgLSBjbG9zZWQ=
Smaller eyes (more normal than the original image),Larger nostrils,Smiling - open,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlMYXJnZXIgbm9zdHJpbHNTbWlsaW5nIC0gb3Blbg==
Smaller eyes (more normal than the original image),Larger nostrils,Smiling - closed,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlMYXJnZXIgbm9zdHJpbHNTbWlsaW5nIC0gY2xvc2Vk
Smaller eyes (more normal than the original image),Larger nostrils,Mouth open with teeth visible,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlMYXJnZXIgbm9zdHJpbHNNb3V0aCBvcGVuIHdpdGggdGVldGggdmlzaWJsZQ==
Smaller eyes (more normal than the original image),Smaller nostrils,,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlTbWFsbGVyIG5vc3RyaWxz
Smaller eyes (more normal than the original image),Smaller nostrils,Larger mouth - open,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlTbWFsbGVyIG5vc3RyaWxzTGFyZ2VyIG1vdXRoIC0gb3Blbg==
Smaller eyes (more normal than the original image),Smaller nostrils,Larger mouth - closed,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlTbWFsbGVyIG5vc3RyaWxzTGFyZ2VyIG1vdXRoIC0gY2xvc2Vk
Smaller eyes (more normal than the original image),Smaller nostrils,Fuller lips - open,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlTbWFsbGVyIG5vc3RyaWxzRnVsbGVyIGxpcHMgLSBvcGVu
Smaller eyes (more normal than the original image),Smaller nostrils,Fuller lips - closed,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlTbWFsbGVyIG5vc3RyaWxzRnVsbGVyIGxpcHMgLSBjbG9zZWQ=
Smaller eyes (more normal than the original image),Smaller nostrils,Thinner lips - open,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlTbWFsbGVyIG5vc3RyaWxzVGhpbm5lciBsaXBzIC0gb3Blbg==
Smaller eyes (more normal than the original image),Smaller nostrils,Thinner lips - closed,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlTbWFsbGVyIG5vc3RyaWxzVGhpbm5lciBsaXBzIC0gY2xvc2Vk
Smaller eyes (more normal than the original image),Smaller nostrils,Smiling - open,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlTbWFsbGVyIG5vc3RyaWxzU21pbGluZyAtIG9wZW4=
Smaller eyes (more normal than the original image),Smaller nostrils,Smiling - closed,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlTbWFsbGVyIG5vc3RyaWxzU21pbGluZyAtIGNsb3NlZA==
Smaller eyes (more normal than the original image),Smaller nostrils,Mouth open with teeth visible,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlTbWFsbGVyIG5vc3RyaWxzTW91dGggb3BlbiB3aXRoIHRlZXRoIHZpc2libGU=
Smaller eyes (more normal than the original image),Wider bridge,,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlXaWRlciBicmlkZ2U=
Smaller eyes (more normal than the original image),Wider bridge,Larger mouth - open,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlXaWRlciBicmlkZ2VMYXJnZXIgbW91dGggLSBvcGVu
Smaller eyes (more normal than the original image),Wider bridge,Larger mouth - closed,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlXaWRlciBicmlkZ2VMYXJnZXIgbW91dGggLSBjbG9zZWQ=
Smaller eyes (more normal than the original image),Wider bridge,Fuller lips - open,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlXaWRlciBicmlkZ2VGdWxsZXIgbGlwcyAtIG9wZW4=
Smaller eyes (more normal than the original image),Wider bridge,Fuller lips - closed,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlXaWRlciBicmlkZ2VGdWxsZXIgbGlwcyAtIGNsb3NlZA==
Smaller eyes (more normal than the original image),Wider bridge,Thinner lips - open,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlXaWRlciBicmlkZ2VUaGlubmVyIGxpcHMgLSBvcGVu
Smaller eyes (more normal than the original image),Wider bridge,Thinner lips - closed,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlXaWRlciBicmlkZ2VUaGlubmVyIGxpcHMgLSBjbG9zZWQ=
Smaller eyes (more normal than the original image),Wider bridge,Smiling - open,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlXaWRlciBicmlkZ2VTbWlsaW5nIC0gb3Blbg==
Smaller eyes (more normal than the original image),Wider bridge,Smiling - closed,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlXaWRlciBicmlkZ2VTbWlsaW5nIC0gY2xvc2Vk
Smaller eyes (more normal than the original image),Wider bridge,Mouth open with teeth visible,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlXaWRlciBicmlkZ2VNb3V0aCBvcGVuIHdpdGggdGVldGggdmlzaWJsZQ==
Smaller eyes (more normal than the original image),Narrower bridge,,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlOYXJyb3dlciBicmlkZ2U=
Smaller eyes (more normal than the original image),Narrower bridge,Larger mouth - open,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlOYXJyb3dlciBicmlkZ2VMYXJnZXIgbW91dGggLSBvcGVu
Smaller eyes (more normal than the original image),Narrower bridge,Larger mouth - closed,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlOYXJyb3dlciBicmlkZ2VMYXJnZXIgbW91dGggLSBjbG9zZWQ=
Smaller eyes (more normal than the original image),Narrower bridge,Fuller lips - open,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlOYXJyb3dlciBicmlkZ2VGdWxsZXIgbGlwcyAtIG9wZW4=
Smaller eyes (more normal than the original image),Narrower bridge,Fuller lips - closed,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlOYXJyb3dlciBicmlkZ2VGdWxsZXIgbGlwcyAtIGNsb3NlZA==
Smaller eyes (more normal than the original image),Narrower bridge,Thinner lips - open,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlOYXJyb3dlciBicmlkZ2VUaGlubmVyIGxpcHMgLSBvcGVu
Smaller eyes (more normal than the original image),Narrower bridge,Thinner lips - closed,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlOYXJyb3dlciBicmlkZ2VUaGlubmVyIGxpcHMgLSBjbG9zZWQ=
Smaller eyes (more normal than the original image),Narrower bridge,Smiling - open,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlOYXJyb3dlciBicmlkZ2VTbWlsaW5nIC0gb3Blbg==
Smaller eyes (more normal than the original image),Narrower bridge,Smiling - closed,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlOYXJyb3dlciBicmlkZ2VTbWlsaW5nIC0gY2xvc2Vk
Smaller eyes (more normal than the original image),Narrower bridge,Mouth open with teeth visible,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlOYXJyb3dlciBicmlkZ2VNb3V0aCBvcGVuIHdpdGggdGVldGggdmlzaWJsZQ==
Smaller eyes (more normal than the original image),Broader/wider,,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlCcm9hZGVyL3dpZGVy
Smaller eyes (more normal than the original image),Broader/wider,Larger mouth - open,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlCcm9hZGVyL3dpZGVyTGFyZ2VyIG1vdXRoIC0gb3Blbg==
Smaller eyes (more normal than the original image),Broader/wider,Larger mouth - closed,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlCcm9hZGVyL3dpZGVyTGFyZ2VyIG1vdXRoIC0gY2xvc2Vk
Smaller eyes (more normal than the original image),Broader/wider,Fuller lips - open,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlCcm9hZGVyL3dpZGVyRnVsbGVyIGxpcHMgLSBvcGVu
Smaller eyes (more normal than the original image),Broader/wider,Fuller lips - closed,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlCcm9hZGVyL3dpZGVyRnVsbGVyIGxpcHMgLSBjbG9zZWQ=
Smaller eyes (more normal than the original image),Broader/wider,Thinner lips - open,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlCcm9hZGVyL3dpZGVyVGhpbm5lciBsaXBzIC0gb3Blbg==
Smaller eyes (more normal than the original image),Broader/wider,Thinner lips - closed,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlCcm9hZGVyL3dpZGVyVGhpbm5lciBsaXBzIC0gY2xvc2Vk
Smaller eyes (more normal than the original image),Broader/wider,Smiling - open,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlCcm9hZGVyL3dpZGVyU21pbGluZyAtIG9wZW4=
Smaller eyes (more normal than the original image),Broader/wider,Smiling - closed,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlCcm9hZGVyL3dpZGVyU21pbGluZyAtIGNsb3NlZA==
Smaller eyes (more normal than the original image),Broader/wider,Mouth open with teeth visible,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlCcm9hZGVyL3dpZGVyTW91dGggb3BlbiB3aXRoIHRlZXRoIHZpc2libGU=
Smaller eyes (more normal than the original image),No visible nostrils,,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlObyB2aXNpYmxlIG5vc3RyaWxz
Smaller eyes (more normal than the original image),No visible nostrils,Larger mouth - open,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlObyB2aXNpYmxlIG5vc3RyaWxzTGFyZ2VyIG1vdXRoIC0gb3Blbg==
Smaller eyes (more normal than the original image),No visible nostrils,Larger mouth - closed,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlObyB2aXNpYmxlIG5vc3RyaWxzTGFyZ2VyIG1vdXRoIC0gY2xvc2Vk
Smaller eyes (more normal than the original image),No visible nostrils,Fuller lips - open,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlObyB2aXNpYmxlIG5vc3RyaWxzRnVsbGVyIGxpcHMgLSBvcGVu
Smaller eyes (more normal than the original image),No visible nostrils,Fuller lips - closed,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlObyB2aXNpYmxlIG5vc3RyaWxzRnVsbGVyIGxpcHMgLSBjbG9zZWQ=
Smaller eyes (more normal than the original image),No visible nostrils,Thinner lips - open,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlObyB2aXNpYmxlIG5vc3RyaWxzVGhpbm5lciBsaXBzIC0gb3Blbg==
Smaller eyes (more normal than the original image),No visible nostrils,Thinner lips - closed,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlObyB2aXNpYmxlIG5vc3RyaWxzVGhpbm5lciBsaXBzIC0gY2xvc2Vk
Smaller eyes (more normal than the original image),No visible nostrils,Smiling - open,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlObyB2aXNpYmxlIG5vc3RyaWxzU21pbGluZyAtIG9wZW4=
Smaller eyes (more normal than the original image),No visible nostrils,Smiling - closed,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlObyB2aXNpYmxlIG5vc3RyaWxzU21pbGluZyAtIGNsb3NlZA==
Smaller eyes (more normal than the original image),No visible nostrils,Mouth open with teeth visible,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlObyB2aXNpYmxlIG5vc3RyaWxzTW91dGggb3BlbiB3aXRoIHRlZXRoIHZpc2libGU=
Smaller eyes (more normal than the original image),Nostrils upturned (allowing the users to see into the nostrils a bit),,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlOb3N0cmlscyB1cHR1cm5lZCAoYWxsb3dpbmcgdGhlIHVzZXJzIHRvIHNlZSBpbnRvIHRoZSBub3N0cmlscyBhIGJpdCk=
Smaller eyes (more normal than the original image),Nostrils upturned (allowing the users to see into the nostrils a bit),Larger mouth - open,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlOb3N0cmlscyB1cHR1cm5lZCAoYWxsb3dpbmcgdGhlIHVzZXJzIHRvIHNlZSBpbnRvIHRoZSBub3N0cmlscyBhIGJpdClMYXJnZXIgbW91dGggLSBvcGVu
Smaller eyes (more normal than the original image),Nostrils upturned (allowing the users to see into the nostrils a bit),Larger mouth - closed,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlOb3N0cmlscyB1cHR1cm5lZCAoYWxsb3dpbmcgdGhlIHVzZXJzIHRvIHNlZSBpbnRvIHRoZSBub3N0cmlscyBhIGJpdClMYXJnZXIgbW91dGggLSBjbG9zZWQ=
Smaller eyes (more normal than the original image),Nostrils upturned (allowing the users to see into the nostrils a bit),Fuller lips - open,,U21hbGxlciBleWVzIChtb3JlIG5vcm1hbCB0aGFuIHRoZSBvcmlnaW5hbCBpbWFnZSlOb3N0cmlscyB1cHR1cm5lZCAoYWxsb3dpbmcgdGhlIHVzZXJzIHRvIHNlZSBpbnRvIHRoZSBub3N0cmlscyBhIGJpdClGdWxsZXIgbGlwcyAtIG9wZW4=
